COUNTY COUNCIL DISTRICT 1 Council District 1,Nate Nehring,MARYSVILLE 41,1734,81
COUNTY COUNCIL DISTRICT 1 Council District 1,WRITE-IN,MARYSVILLE 41,1734,10
COUNTY COUNCIL DISTRICT 1 Council District 1,Nate Nehring,MARYSVILLE 42,1735,130
COUNTY COUNCIL DISTRICT 1 Council District 1,WRITE-IN,MARYSVILLE 42,1735,10
COUNTY COUNCIL DISTRICT 1 Council District 1,Nate Nehring,MARYSVILLE 43,1736,151
COUNTY COUNCIL DISTRICT 1 Council District 1,WRITE-IN,MARYSVILLE 43,1736,10
COUNTY COUNCIL DISTRICT 1 Council District 1,Nate Nehring,MARYSVILLE 44,1737,81
COUNTY COUNCIL DISTRICT 1 Council District 1,WRITE-IN,MARYSVILLE 44,1737,14
COUNTY COUNCIL DISTRICT 1 Council District 1,Nate Nehring,MARYSVILLE 45,1738,142
COUNTY COUNCIL DISTRICT 1 Council District 1,WRITE-IN,MARYSVILLE 45,1738,14
COUNTY COUNCIL DISTRICT 1 Council District 1,Nate Nehring,MARYSVILLE 46,1739,180
COUNTY COUNCIL DISTRICT 1 Council District 1,WRITE-IN,MARYSVILLE 46,1739,17
COUNTY COUNCIL DISTRICT 1 Council District 1,Nate Nehring,MARYSVILLE 47,1740,163
COUNTY COUNCIL DISTRICT 1 Council District 1,WRITE-IN,MARYSVILLE 47,1740,18
COUNTY COUNCIL DISTRICT 1 Council District 1,Nate Nehring,MARYSVILLE 48,1741,121
COUNTY COUNCIL DISTRICT 1 Council District 1,WRITE-IN,MARYSVILLE 48,1741,14
COUNTY COUNCIL DISTRICT 1 Council District 1,Nate Nehring,MARYSVILLE 49,1742,122
COUNTY COUNCIL DISTRICT 1 Council District 1,WRITE-IN,MARYSVILLE 49,1742,11
COUNTY COUNCIL DISTRICT 1 Council District 1,Nate Nehring,MARYSVILLE 50,1743,135
COUNTY COUNCIL DISTRICT 1 Council District 1,WRITE-IN,MARYSVILLE 50,1743,17
COUNTY COUNCIL DISTRICT 1 Council District 1,Nate Nehring,MARYSVILLE 51,1744,71
COUNTY COUNCIL DISTRICT 1 Council District 1,WRITE-IN,MARYSVILLE 51,1744,14
COUNTY COUNCIL DISTRICT 1 Council District 1,Nate Nehring,MARYSVILLE 52,1745,81
COUNTY COUNCIL DISTRICT 1 Council District 1,WRITE-IN,MARYSVILLE 52,1745,16
COUNTY COUNCIL DISTRICT 1 Council District 1,Nate Nehring,MARYSVILLE 53,1746,100
COUNTY COUNCIL DISTRICT 1 Council District 1,WRITE-IN,MARYSVILLE 53,1746,8
COUNTY COUNCIL DISTRICT 1 Council District 1,Nate Nehring,MARYSVILLE 54,1747,92
COUNTY COUNCIL DISTRICT 1 Council District 1,WRITE-IN,MARYSVILLE 54,1747,10
COUNTY COUNCIL DISTRICT 1 Council District 1,Nate Nehring,MARYSVILLE 55,1748,85
COUNTY COUNCIL DISTRICT 1 Council District 1,WRITE-IN,MARYSVILLE 55,1748,10
COUNTY COUNCIL DISTRICT 1 Council District 1,Nate Nehring,ARLINGTON 17,1751,1
COUNTY COUNCIL DISTRICT 1 Council District 1,WRITE-IN,ARLINGTON 17,1751,0
COUNTY COUNCIL DISTRICT 1 Council District 1,Nate Nehring,ARLINGTON 18,1760,12
COUNTY COUNCIL DISTRICT 1 Council District 1,WRITE-IN,ARLINGTON 18,1760,2
COUNTY COUNCIL DISTRICT 1 Council District 1,Nate Nehring,MARYSVILLE 56,1766,153
COUNTY COUNCIL DISTRICT 1 Council District 1,WRITE-IN,MARYSVILLE 56,1766,15
COUNTY COUNCIL DISTRICT 1 Council District 1,Nate Nehring,MARYSVILLE 57,1767,45
COUNTY COUNCIL DISTRICT 1 Council District 1,WRITE-IN,MARYSVILLE 57,1767,5
COUNTY COUNCIL DISTRICT 1 Council District 1,Nate Nehring,MARYSVILLE 58,1768,70
COUNTY COUNCIL DISTRICT 1 Council District 1,WRITE-IN,MARYSVILLE 58,1768,6
COUNTY COUNCIL DISTRICT 1 Council District 1,Nate Nehring,MARYSVILLE 59,1769,77
COUNTY COUNCIL DISTRICT 1 Council District 1,WRITE-IN,MARYSVILLE 59,1769,11
COUNTY COUNCIL DISTRICT 1 Council District 1,Nate Nehring,MARYSVILLE 60,1770,93
COUNTY COUNCIL DISTRICT 1 Council District 1,WRITE-IN,MARYSVILLE 60,1770,5
COUNTY COUNCIL DISTRICT 1 Council District 1,Nate Nehring,GRANITE FALLS 4,1778,29
COUNTY COUNCIL DISTRICT 1 Council District 1,WRITE-IN,GRANITE FALLS 4,1778,0
COUNTY COUNCIL DISTRICT 1 Council District 1,Nate Nehring,MARYSVILLE 61,1780,86
COUNTY COUNCIL DISTRICT 1 Council District 1,WRITE-IN,MARYSVILLE 61,1780,5
COUNTY COUNCIL DISTRICT 1 Council District 1,Nate Nehring,ARLINGTON 19,1794,77
COUNTY COUNCIL DISTRICT 1 Council District 1,WRITE-IN,ARLINGTON 19,1794,9
COUNTY COUNCIL DISTRICT 1 Council District 1,Nate Nehring,MARYSVILLE 62,1795,83
COUNTY COUNCIL DISTRICT 1 Council District 1,WRITE-IN,MARYSVILLE 62,1795,9
COUNTY COUNCIL DISTRICT 1 Council District 1,Nate Nehring,MARYSVILLE 63,1797,71
COUNTY COUNCIL DISTRICT 1 Council District 1,WRITE-IN,MARYSVILLE 63,1797,13
COUNTY COUNCIL DISTRICT 1 Council District 1,Nate Nehring,MARYSVILLE 64,1799,63
COUNTY COUNCIL DISTRICT 1 Council District 1,WRITE-IN,MARYSVILLE 64,1799,9
COUNTY COUNCIL DISTRICT 1 Council District 1,Nate Nehring,MARYSVILLE 65,1814,107
COUNTY COUNCIL DISTRICT 1 Council District 1,WRITE-IN,MARYSVILLE 65,1814,2
COUNTY COUNCIL DISTRICT 1 Council District 1,Nate Nehring,ARLINGTON 20,1821,127
COUNTY COUNCIL DISTRICT 1 Council District 1,WRITE-IN,ARLINGTON 20,1821,8
COUNTY COUNCIL DISTRICT 1 Council District 1,Nate Nehring,MARYSVILLE 66,1823,112
COUNTY COUNCIL DISTRICT 1 Council District 1,WRITE-IN,MARYSVILLE 66,1823,8
COUNTY COUNCIL DISTRICT 1 Council District 1,Nate Nehring,MARYSVILLE 67,1825,45
COUNTY COUNCIL DISTRICT 1 Council District 1,WRITE-IN,MARYSVILLE 67,1825,5
COUNTY COUNCIL DISTRICT 1 Council District 1,Nate Nehring,ARLINGTON 21,1827,0
COUNTY COUNCIL DISTRICT 1 Council District 1,WRITE-IN,ARLINGTON 21,1827,0
COUNTY COUNCIL DISTRICT 1 Council District 1,Nate Nehring,MARYSVILLE 68,1831,79
COUNTY COUNCIL DISTRICT 1 Council District 1,WRITE-IN,MARYSVILLE 68,1831,6
COUNTY COUNCIL DISTRICT 1 Council District 1,Nate Nehring,MARYSVILLE 69,1835,0
COUNTY COUNCIL DISTRICT 1 Council District 1,WRITE-IN,MARYSVILLE 69,1835,0
COUNTY COUNCIL DISTRICT 1 Council District 1,Nate Nehring,MARYSVILLE 70,1848,101
COUNTY COUNCIL DISTRICT 1 Council District 1,WRITE-IN,MARYSVILLE 70,1848,10
COUNTY COUNCIL DISTRICT 1 Council District 1,Nate Nehring,MARYSVILLE 71,1849,29
COUNTY COUNCIL DISTRICT 1 Council District 1,WRITE-IN,MARYSVILLE 71,1849,2
COUNTY COUNCIL DISTRICT 1 Council District 1,Nate Nehring,ARLINGTON 22,1850,94
COUNTY COUNCIL DISTRICT 1 Council District 1,WRITE-IN,ARLINGTON 22,1850,7
COUNTY COUNCIL DISTRICT 1 Council District 1,Nate Nehring,ARLINGTON 24,1859,25
COUNTY COUNCIL DISTRICT 1 Council District 1,WRITE-IN,ARLINGTON 24,1859,2
COUNTY COUNCIL DISTRICT 1 Council District 1,Nate Nehring,ARLINGTON 23,1860,78
COUNTY COUNCIL DISTRICT 1 Council District 1,WRITE-IN,ARLINGTON 23,1860,3
COUNTY COUNCIL DISTRICT 1 Council District 1,Nate Nehring,MARYSVILLE 72,1862,69
COUNTY COUNCIL DISTRICT 1 Council District 1,WRITE-IN,MARYSVILLE 72,1862,6
COUNTY COUNCIL DISTRICT 1 Council District 1,Nate Nehring,MARYSVILLE 73,1863,73
COUNTY COUNCIL DISTRICT 1 Council District 1,WRITE-IN,MARYSVILLE 73,1863,4
COUNTY COUNCIL DISTRICT 1 Council District 1,Nate Nehring,ARLINGTON 25,1864,33
COUNTY COUNCIL DISTRICT 1 Council District 1,WRITE-IN,ARLINGTON 25,1864,2
COUNTY COUNCIL DISTRICT 1 Council District 1,Nate Nehring,GRANITE FALLS 5,1866,43
COUNTY COUNCIL DISTRICT 1 Council District 1,WRITE-IN,GRANITE FALLS 5,1866,6
COUNTY COUNCIL DISTRICT 1 Council District 1,Nate Nehring,STANWOOD 8,1870,75
COUNTY COUNCIL DISTRICT 1 Council District 1,WRITE-IN,STANWOOD 8,1870,18
COUNTY COUNCIL DISTRICT 1 Council District 1,Nate Nehring,FLORENCE,4002,32
COUNTY COUNCIL DISTRICT 1 Council District 1,WRITE-IN,FLORENCE,4002,10
COUNTY COUNCIL DISTRICT 1 Council District 1,Nate Nehring,PORT SUSAN,4004,231
COUNTY COUNCIL DISTRICT 1 Council District 1,WRITE-IN,PORT SUSAN,4004,21
COUNTY COUNCIL DISTRICT 1 Council District 1,Nate Nehring,NORDEN,4011,61
COUNTY COUNCIL DISTRICT 1 Council District 1,WRITE-IN,NORDEN,4011,6
COUNTY COUNCIL DISTRICT 1 Council District 1,Nate Nehring,TRAFTON,4015,52
COUNTY COUNCIL DISTRICT 1 Council District 1,WRITE-IN,TRAFTON,4015,14
COUNTY COUNCIL DISTRICT 1 Council District 1,Nate Nehring,BOULDER,4016,86
COUNTY COUNCIL DISTRICT 1 Council District 1,WRITE-IN,BOULDER,4016,7
COUNTY COUNCIL DISTRICT 1 Council District 1,Nate Nehring,PACKWOOD,4020,84
COUNTY COUNCIL DISTRICT 1 Council District 1,WRITE-IN,PACKWOOD,4020,10
COUNTY COUNCIL DISTRICT 1 Council District 1,Nate Nehring,BRYANT,4021,39
COUNTY COUNCIL DISTRICT 1 Council District 1,WRITE-IN,BRYANT,4021,3
COUNTY COUNCIL DISTRICT 1 Council District 1,Nate Nehring,CEDARHOME,4022,151
COUNTY COUNCIL DISTRICT 1 Council District 1,WRITE-IN,CEDARHOME,4022,15
COUNTY COUNCIL DISTRICT 1 Council District 1,Nate Nehring,EDGECOMB,4023,60
COUNTY COUNCIL DISTRICT 1 Council District 1,WRITE-IN,EDGECOMB,4023,3
COUNTY COUNCIL DISTRICT 1 Council District 1,Nate Nehring,CLIFF,4025,129
COUNTY COUNCIL DISTRICT 1 Council District 1,WRITE-IN,CLIFF,4025,11
COUNTY COUNCIL DISTRICT 1 Council District 1,Nate Nehring,ARMSTRONG,4027,106
COUNTY COUNCIL DISTRICT 1 Council District 1,WRITE-IN,ARMSTRONG,4027,4
COUNTY COUNCIL DISTRICT 1 Council District 1,Nate Nehring,GREGORY,4028,82
COUNTY COUNCIL DISTRICT 1 Council District 1,WRITE-IN,GREGORY,4028,13
COUNTY COUNCIL DISTRICT 1 Council District 1,Nate Nehring,STANBY,4030,35
COUNTY COUNCIL DISTRICT 1 Council District 1,WRITE-IN,STANBY,4030,1
COUNTY COUNCIL DISTRICT 1 Council District 1,Nate Nehring,HARTFORD,4033,51
COUNTY COUNCIL DISTRICT 1 Council District 1,WRITE-IN,HARTFORD,4033,2
COUNTY COUNCIL DISTRICT 1 Council District 1,Nate Nehring,HAZEL,4034,120
COUNTY COUNCIL DISTRICT 1 Council District 1,WRITE-IN,HAZEL,4034,10
COUNTY COUNCIL DISTRICT 1 Council District 1,Nate Nehring,ROBE,4035,60
COUNTY COUNCIL DISTRICT 1 Council District 1,WRITE-IN,ROBE,4035,16
COUNTY COUNCIL DISTRICT 1 Council District 1,Nate Nehring,SILVANA,4037,84
COUNTY COUNCIL DISTRICT 1 Council District 1,WRITE-IN,SILVANA,4037,9
COUNTY COUNCIL DISTRICT 1 Council District 1,Nate Nehring,LOCHSLOY,4042,124
COUNTY COUNCIL DISTRICT 1 Council District 1,WRITE-IN,LOCHSLOY,4042,6
COUNTY COUNCIL DISTRICT 1 Council District 1,Nate Nehring,SUNNYSIDE,4044,29
COUNTY COUNCIL DISTRICT 1 Council District 1,WRITE-IN,SUNNYSIDE,4044,1
COUNTY COUNCIL DISTRICT 1 Council District 1,Nate Nehring,JIM CREEK,4053,103
COUNTY COUNCIL DISTRICT 1 Council District 1,WRITE-IN,JIM CREEK,4053,11
COUNTY COUNCIL DISTRICT 1 Council District 1,Nate Nehring,OUTLOOK,4057,84
COUNTY COUNCIL DISTRICT 1 Council District 1,WRITE-IN,OUTLOOK,4057,7
COUNTY COUNCIL DISTRICT 1 Council District 1,Nate Nehring,OSO,4060,92
COUNTY COUNCIL DISTRICT 1 Council District 1,WRITE-IN,OSO,4060,11
COUNTY COUNCIL DISTRICT 1 Council District 1,Nate Nehring,LAKEWOOD,4061,120
COUNTY COUNCIL DISTRICT 1 Council District 1,WRITE-IN,LAKEWOOD,4061,12
COUNTY COUNCIL DISTRICT 1 Council District 1,Nate Nehring,NEWBERG,4069,105
COUNTY COUNCIL DISTRICT 1 Council District 1,WRITE-IN,NEWBERG,4069,8
COUNTY COUNCIL DISTRICT 1 Council District 1,Nate Nehring,VILLAGE,4073,93
COUNTY COUNCIL DISTRICT 1 Council District 1,WRITE-IN,VILLAGE,4073,9
COUNTY COUNCIL DISTRICT 1 Council District 1,Nate Nehring,LAKE GOODWIN,4087,138
COUNTY COUNCIL DISTRICT 1 Council District 1,WRITE-IN,LAKE GOODWIN,4087,15
COUNTY COUNCIL DISTRICT 1 Council District 1,Nate Nehring,ALMA,4151,16
COUNTY COUNCIL DISTRICT 1 Council District 1,WRITE-IN,ALMA,4151,5
COUNTY COUNCIL DISTRICT 1 Council District 1,Nate Nehring,LOMA,4167,149
COUNTY COUNCIL DISTRICT 1 Council District 1,WRITE-IN,LOMA,4167,13
COUNTY COUNCIL DISTRICT 1 Council District 1,Nate Nehring,SAUK,4211,68
COUNTY COUNCIL DISTRICT 1 Council District 1,WRITE-IN,SAUK,4211,13
COUNTY COUNCIL DISTRICT 1 Council District 1,Nate Nehring,BURN HILL,4264,61
COUNTY COUNCIL DISTRICT 1 Council District 1,WRITE-IN,BURN HILL,4264,4
